#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# HOT HUMID||||||||||||
# HOT HUMID OCEAN||||||||||||
#||||||||||||
# HOT HUMID BEACH||||||||||||
trees|gal:dirt_clay_red_with_grass_hot_semihumid|0.003|hot_semihumid|beach|shelf|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_clay_red_with_grass_hot_semihumid|0.003|hot_semihumid|beach|lowland|palm_jungle_01;palm_jungle_02||||||
trees|gal:dirt_clay_red_with_grass_hot_semihumid|0.003|hot_semihumid|beach|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.06|hot_semihumid|beach|highland|shrub_jungle|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
# HOT SEMIHUMID - DIRT CLAYEY||||||||||||
trees|gal:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|highland|bamboo_tropical_01;bamboo_tropical_02;bamboo_tropical_03;bamboo_tropical_04|nil|nil|nil|||
trees|gal:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|shelf|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07|nil|nil|nil|||
trees|gal:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|beach|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|beach|lowland|palm_jungle_01;palm_jungle_02||||||
trees|gal:dirt_clayey_with_grass_hot_semihumid|0.003|hot_semihumid|beach|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|gal:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|beach|highland|grass_jungle_1|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|shrub_jungle||||||
plants|gal:dirt_clayey_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
# HOT SEMIHUMID - DIRT SANDY||||||||||||
--schem|gal:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|2|coastal|gal.plant_tree_palmetto||||||
schem|gal:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|2|coastal|gal.plant_tree_palm_small||||||
trees|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|lowland|banana||||||
trees|gal:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|beach|lowland|palm_jungle_01;palm_jungle_02||||||
trees|gal:dirt_sandy_with_grass_hot_semihumid|0.003|hot_semihumid|beach|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|lowland|plant_banana_1||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|shelf|plant_gourd_bottle_1||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|lowland|plant_pineapple_plant||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|beach|highland|shrub_jungle||||||
plants|gal:dirt_sandy_with_grass_hot_semihumid|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
# HOT SEMIHUMID - DIRT SILTY||||||||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|beach|shelf|brazilnut_01;brazilnut_02||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|highland|capirona_01;capirona_02||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|beach|lowland|ebony||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|lowland|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07|nil|nil|nil|||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|beach|shelf|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|beach|coastal|rubber_01;rubber_02;rubber_03;rubber_04||||||
no_rot|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|beach|lowland|schem_tree_fern_giant||||||
no_rot|gal:dirt_silty_with_grass_hot_semihumid|0.003|hot_semihumid|beach|lowland|schem_tree_fern_giant_2||||||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.004|hot_semihumid|beach|lowland|fern_small_01;fern_small_02;fern_small_03|nil|nil|nil|||
trees|gal:dirt_silty_with_grass_hot_semihumid|0.004|hot_semihumid|beach|lowland|fern_silver_01;fern_silver_02|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|beach|lowland|grass_jungle_1|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|beach|lowland|tree_fern_giant_sapling|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_hot_semihumid|0.06|hot_semihumid|beach|lowland|tree_fern_sapling|nil|nil|nil|||
# HOT SEMIHUMID - DIRT BLACK WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|beach|shelf|brazilnut_01;brazilnut_02||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|lowland|highland|capirona_01;capirona_02||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|ebony||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|lowland|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|beach|shelf|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|mahogany||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_banana_1||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|plant_gourd_bottle_1||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_pineapple_plant||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.06|hot_semihumid|beach|highland|shrub_jungle||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
# HOT SEMIHUMID - DIRT BROWN WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|ebony||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|hot_semihumid|coastal|shelf|fig_01;fig_02;fig_03||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|hot_semihumid|lowland|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|hot_semihumid|beach|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|palm_jungle_01;palm_jungle_02||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_banana_1||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|plant_gourd_bottle_1||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_pineapple_plant||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.06|hot_semihumid|beach|highland|shrub_jungle||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
# HOT SEMIHUMID - DIRT CLAYEY WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|lowland|highland|bamboo_tropical_01;bamboo_tropical_02;bamboo_tropical_03;bamboo_tropical_04||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|beach|lowland|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|palm_jungle_01;palm_jungle_02||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_banana_1||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|plant_gourd_bottle_1||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_pineapple_plant||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|beach|highland|shrub_jungle||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
# HOT SEMIHUMID - DIRT SANDY WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|coastal|banana||||||
trees|gal:dirt_sandy_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|palm_jungle_01;palm_jungle_02||||||
trees|gal:dirt_sandy_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_banana_1||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|plant_gourd_bottle_1||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_pineapple_plant||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|beach|highland|shrub_jungle||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
# HOT SEMIHUMID - DIRT SILTY WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|beach|shelf|brazilnut_01;brazilnut_02||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|lowland|highland|capirona_01;capirona_02||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|beach|lowland|ebony||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|coastal|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|lowland|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|beach|shelf|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|hot_semihumid|beach|coastal|rubber_01;rubber_02;rubber_03;rubber_04||||||
plants|gal:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|beach|highland|grass_jungle_1||||||
plants|gal:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|grass_jungle||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_hibiscus||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|flower_orchid||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|flower_lantana||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_banana_1||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|shelf|plant_gourd_bottle_1||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|lowland|plant_pineapple_plant||||||
plants|gal:dirt_silty_with_litter_rainforest|0.001|hot_semihumid|beach|highland|plant_creeper||||||
plants|gal:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|plant_small_jungle_tree||||||
plants|gal:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|beach|highland|shrub_jungle||||||
plants|gal:dirt_silty_with_litter_rainforest|0.06|hot_semihumid|beach|shelf|shrub_lush_01||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# HOT TEMPERATE||||||||||||
# HOT TEMPERATE OCEAN||||||||||||
#||||||||||||
# HOT TEMPERATE BEACH||||||||||||
trees|gal:sand_volcanic|0.002|hot_temperate_beach|1|2|palm_doum_01;palm_doum_02;palm_doum_03||||||
trees|gal:sand_volcanic|0.002|hot_temperate_beach|1|2|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
# HOT TEMPERATE - DIRT||||||||||||
plants|gal:dirt_with_grass_hot_temperate|0.012|hot_temperate|beach|highland|grass_jungle_1||||||
plants|gal:dirt_with_grass_hot_temperate|0.01|hot_temperate|beach|highland|shrub_jungle|nil|nil|nil|||
# HOT TEMPERATE - DIRT BLACK||||||||||||
trees|gal:dirt_silt_01_with_grass_hot_temperate|0.002|hot_temperate|lowland|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_silt_01_with_grass_hot_temperate|0.002|hot_temperate|beach|coastal|ebony||||||
trees|gal:dirt_silt_01_with_grass_hot_temperate|0.002|hot_temperate|beach|shelf|fig_01;fig_02;fig_03||||||
trees|gal:dirt_silt_01_with_grass_hot_temperate|0.002|hot_temperate|shelf|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_silt_01_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|laurel_01;laurel_02;laurel_03||||||
trees|gal:dirt_silt_01_with_grass_hot_temperate|0.002|hot_temperate|coastal|highland|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_silt_01_with_grass_hot_temperate|0.01|hot_temperate|beach|lowland|fern_dicksonia||||||
plants|gal:dirt_silt_01_with_grass_hot_temperate|0.01|hot_temperate|beach|lowland|fern_large_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_hot_temperate|0.01|hot_temperate|beach|lowland|fern_small_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_hot_temperate|0.01|hot_temperate|beach|shelf|fern_spikefern|nil|nil|nil|||
# HOT TEMPERATE - DIRT BROWN||||||||||||
#trees|gal:dirt_clay_red_with_grass_hot_temperate|0.002|hot_temperate|coastal|lowland|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
trees|gal:dirt_clay_red_with_grass_hot_temperate|0.002|hot_temperate|lowland|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_clay_red_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_clay_red_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|laurel_01;laurel_02;laurel_03||||||
trees|gal:dirt_clay_red_with_grass_hot_temperate|0.002|hot_temperate|coastal|shelf|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_clay_red_with_grass_hot_temperate|0.012|hot_temperate|beach|highland|grass_jungle_1||||||
plants|gal:dirt_clay_red_with_grass_hot_temperate|0.01|hot_temperate|lowland|shelf|gal:flower_hibiscus|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_hot_temperate|0.004|hot_temperate|beach|highland|shrub_jungle|nil|nil|nil|||
# HOT TEMPERATE - DIRT CLAYEY||||||||||||
#trees|gal:dirt_clayey_with_grass_hot_temperate|0.002|hot_temperate|beach|shelf|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
trees|gal:dirt_clayey_with_grass_hot_temperate|0.002|hot_temperate|lowland|shelf|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_clayey_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|laurel_01;laurel_02;laurel_03||||||
trees|gal:dirt_clayey_with_grass_hot_temperate|0.002|hot_temperate|coastal|lowland|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_clayey_with_grass_hot_temperate|0.004|hot_temperate|beach|highland|grass_jungle_1||||||
plants|gal:dirt_clayey_with_grass_hot_temperate|0.004|hot_temperate|beach|shelf|shrub_jungle||||||
plants|gal:dirt_clayey_with_grass_hot_temperate|0.004|hot_temperate|coastal|shelf|flower_lantana||||||
# HOT TEMPERATE - DIRT SANDY||||||||||||
#trees|gal:dirt_sandy_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves|nil|nil|nil|||
trees|gal:dirt_sandy_with_grass_hot_temperate|0.002|hot_temperate|coastal|lowland|yellowwood_01;yellowwood_02;yellowwood_03|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_hot_temperate|0.004|hot_temperate|beach|highland|grass_jungle_1||||||
plants|gal:dirt_sandy_with_grass_hot_temperate|0.004|hot_temperate|coastal|shelf|flower_lantana|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_hot_temperate|0.004|hot_temperate|coastal|shelf|plant_aloe_vera|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_hot_temperate|0.004|hot_temperate|beach|shelf|shrub_jungle||||||
# HOT TEMPERATE - DIRT SILTY||||||||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|shelf|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|beach|coastal|ebony||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|fig_01;fig_02;fig_03||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|shelf|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|beach|coastal|jungle_green_01;jungle_green_02;jungle_green_03||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|beach|lowland|laurel_01;laurel_02;laurel_03||||||
trees|gal:dirt_silty_with_grass_hot_temperate|0.002|hot_temperate|coastal|shelf|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_silty_with_grass_hot_temperate|0.004|hot_temperate|beach|lowland|fern_large_1||||||
plants|gal:dirt_silty_with_grass_hot_temperate|0.004|hot_temperate|beach|lowland|fern_small_1||||||
plants|gal:dirt_silty_with_grass_hot_temperate|0.004|hot_temperate|beach|lowland|fern_spikefern||||||
plants|gal:dirt_silty_with_grass_hot_temperate|0.004|hot_temperate|beach|shelf|fern_dicksonia||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# HOT SEMIARID||||||||||||
# HOT SEMIARID OCEAN||||||||||||
#||||||||||||
# HOT SEMIARID BEACH||||||||||||
#||||||||||||
# HOT SEMIARID - DIRT||||||||||||
plants|gal:dirt_with_grass_hot_semiarid|0.004|hot_semiarid|beach|highland|grass_dry_1|nil|nil|nil|||
plants|gal:dirt_with_grass_hot_semiarid|0.004|hot_semiarid|beach|shelf|shrub_dry|nil|nil|nil|||
# HOT SEMIARID - DIRT BLACK||||||||||||
trees|gal:dirt_silt_01_with_grass_hot_semiarid|0.002|hot_semiarid|coastal|lowland|palm_date_01;palm_date_02;palm_date_03;palm_date_04;palm_date_05||||||
plants|gal:dirt_silt_01_with_grass_hot_semiarid|0.08|hot_semiarid|beach|highland|grass_dry_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_hot_semiarid|0.08|hot_semiarid|beach|shelf|shrub_dry|nil|nil|nil|||
# HOT SEMIARID - DIRT BROWN||||||||||||
#trees|gal:dirt_clay_red_with_grass_hot_semiarid|0.002|hot_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07;acacia_log|place_center_x;place_center_z|||||
trees|gal:dirt_clay_red_with_grass_hot_semiarid|0.002|hot_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07||||||
plants|gal:dirt_clay_red_with_grass_hot_semiarid|0.06|hot_semiarid|beach|highland|grass_dry_1|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_hot_semiarid|0.06|hot_semiarid|beach|shelf|shrub_dry||||||
# HOT SEMIARID - DIRT CLAYEY||||||||||||
#trees|gal:dirt_clayey_with_grass_hot_semiarid|0.002|hot_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07;acacia_log|place_center_x;place_center_z|||||
trees|gal:dirt_clayey_with_grass_hot_semiarid|0.002|hot_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07||||||
plants|gal:dirt_clayey_with_grass_hot_semiarid|0.06|hot_semiarid|beach|highland|grass_dry_1||||||
plants|gal:dirt_clayey_with_grass_hot_semiarid|0.06|hot_semiarid|beach|shelf|shrub_dry||||||
plants|gal:dirt_clayey_with_grass_hot_semiarid|0.003|hot_semiarid|lowland|highland|plant_heath_gold|nil|nil|nil|||
# HOT SEMIARID - DIRT SANDY||||||||||||
#trees|gal:dirt_sandy_with_grass_hot_semiarid|0.002|hot_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07;acacia_log|place_center_x;place_center_z|||||
trees|gal:dirt_sandy_with_grass_hot_semiarid|0.002|hot_semiarid|beach|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07||||||
plants|gal:dirt_sandy_with_grass_hot_semiarid|0.004|hot_semiarid|beach|highland|grass_dry_1||||||
plants|gal:dirt_sandy_with_grass_hot_semiarid|0.004|hot_semiarid|beach|shelf|shrub_dry||||||
